Accuracy,Precision,Recall,F1-Score
0.772623001963627,0.7779946982631748,0.772623001963627,0.7083649969563732
0.7237525462920482,0.7044947852993096,0.7237525462920482,0.711785846700104
0.7777247618872841,0.7711578460338193,0.7777247618872841,0.7255878639690343
0.7255143051146061,0.7048846373723964,0.7255143051146061,0.7124269093827554
0.7508946431520802,0.7240744790089437,0.7508946431520802,0.7290468768364031
